新竹縣,葉芳棟,無,05
新竹縣,鄭永金,無,02
新竹縣,莊作兵,無,02
新竹縣,邱鏡淳,中國國民黨,05
苗栗縣,徐耀昌,中國國民黨,02
苗栗縣,吳宜臻,民主進步黨,02
苗栗縣,康世儒,無,02
苗栗縣,曾國良,無,03
苗栗縣,江明修,無,05
苗栗縣,陳淑芬,無,05
彰化縣,洪敏雄,無,01
彰化縣,黃文玲,無,01
彰化縣,魏明谷,民主進步黨,02
彰化縣,林滄敏,中國國民黨,04
南投縣,林明溱,中國國民黨,02
南投縣,李文忠,民主進步黨,05
雲林縣,李進勇,民主進步黨,02
雲林縣,張麗善,中國國民黨,05
嘉義縣,黃宏成台灣阿成世界偉人,無,01
嘉義縣,翁重鈞,中國國民黨,01
嘉義縣,張花冠,民主進步黨,05
屏東縣,潘孟安,民主進步黨,01
屏東縣,簡太郎,中國國民黨,02
宜蘭縣,邱淑媞,中國國民黨,05
宜蘭縣,林聰賢,民主進步黨,05
花蓮縣,黄師鵬,無,01
花蓮縣,傳崐萁,無,02
花蓮縣,柯賜海,無,03
花蓮縣,朱國華,無,04
花蓮縣,蔡啟塔,中國國民黨,05
花蓮縣,徐榛蔚,無,05
臺東縣,劉櫂豪,民主進步黨,01
臺東縣,黃健庭,中國國民黨,02
澎湖縣,蘇崑雄,中國國民黨,02
澎湖縣,陳光復,民主進步黨,02
金門縣,許乃權,無,01
金門縣,雷由靖,無,02
金門縣,林水泉,無,03
金門縣,莊育民,無,03
金門縣,洪志恒,無,04
金門縣,李沃士,中國國民黨,05
金門縣,楊榮祥,無,05
金門縣,陳福海,無,05
金門縣,汪成華,無,05
金門縣,蘇龍科,無,05
連江縣,劉增應,中國國民黨,01
連江縣,楊綏生,中國國民黨,05
基隆市,黃景泰,無,02
基隆市,林右昌,民主進步黨,02
基隆市,何燕堂,人民民主陣線,03
基隆市,江鑒育,無,03
基隆市,謝立功,中國國民黨,05
基隆市,吳武明,無,05
新竹市,林智堅,民主進步黨,01
新竹市,許明財,中國國民黨,02
新竹市,蔡仁堅,無,05
新竹市,劉正幸,無,05
新竹市,吳淑敏,無,05
嘉義市,許文建,無,01
嘉義市,陳泰山,無,01
嘉義市,涂醒哲,民主進步黨,02
嘉義市,陳以真,中國國民黨,02
嘉義市,陳秀麗,無,04
嘉義市,林詩涵,人民民主陣線,05
